Unnamed,Latitude,Longitude,School_Name,School_Address,School_Rating,zipcode
4282,30.117427,-97.71442,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
5657,30.117746,-97.744143,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
4122,30.117864,-97.743347,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
8255,30.118008,-97.822878,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4,78748
725,30.118008,-97.822878,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
2309,30.118064,-97.818329,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4,78748
2309,30.118064,-97.818329,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
1567,30.118099,-97.819726,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4,78748
1567,30.118099,-97.819726,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7305,30.118554,-97.73104,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
3392,30.119341,-97.735355,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7122,30.119363,-97.725753,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7414,30.11947,-97.823176,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4,78748
7414,30.11947,-97.823176,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
136,30.119864,-97.818382,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4,78734
136,30.119864,-97.818382,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78734
7933,30.120519,-97.816885,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4,78748
