alat,alon,year_built
30.488168,-97.589848,1979
30.298537,-97.789199,1991
30.526581,-97.88588,1985
30.213872,-97.520942,1976
30.423659,-97.777588,1994
30.35977,-97.786685,1983
30.407424,-97.765221,1981
30.162059,-97.7849,2005
30.495969,-97.758711,2004
30.382177,-97.954263,2006
30.41237,-97.937744,1983
30.339097,-97.862086,1994
30.232153,-97.905878,2013
30.411459,-97.539042,1998
30.336208,-97.950806,2008
30.376489,-97.754692,1977
30.261119,-97.732246,1936
30.355749,-97.845946,1985
30.094675,-97.757636,1999
30.284085,-97.515375,2000
30.192485,-97.730499,1996
30.278159,-97.886193,2014
30.19306,-97.931268,1979
30.246999,-97.780182,2017
30.446317,-97.75633,1985
30.375099,-97.818479,1983
30.388981,-97.971381,1955
30.413731,-97.892338,1983
30.311636,-97.78403,1983
30.262424,-97.718619,2017
30.3172,-97.921571,2000
30.284005,-97.756744,1926
30.191714,-97.937982,1981
30.303036,-97.963931,1999
30.33178,-97.956226,2006
30.346781,-97.876095,2007
30.437401,-97.872617,1998
30.405798,-97.92409,1993
30.077074,-97.646216,1996
30.133298,-97.778891,2001
30.311043,-97.685699,1968
30.51953,-97.865583,2013
30.32216,-97.985545,2011
30.435956,-97.908421,1973
30.320764,-97.683465,1964
30.392544,-97.878541,1984
30.351372,-97.609262,2001
30.359852,-97.964806,2000
30.245975,-97.742493,1935
30.272926,-97.490035,2001
30.229454,-97.747208,1973
30.272919,-97.795536,1964
30.368353,-97.923079,1979
30.086792,-97.660096,2000
30.214885,-97.844678,1999
30.072464,-97.726821,2005
30.26839,-97.461881,1996
30.268663,-97.691626,1959
30.242398,-97.850409,1971
30.236173,-97.883033,1972
30.498458,-97.792271,2005
30.325777,-97.980474,2009
30.157049,-97.618049,1965
30.379233,-97.759102,1976
30.507131,-97.756608,2004
30.453634,-97.811283,1980
30.306114,-97.838271,1994
30.394792,-97.972624,2001
30.450645,-97.762941,1994
30.329315,-97.744548,1949
30.117427,-97.71442,1981
30.339195,-97.710404,1964
30.259315,-97.881628,
30.252206,-97.918492,1984
30.14272,-97.878862,1995
30.387628,-97.929294,2004
30.182962,-97.86269,1994
30.170661,-97.874322,1999
30.443699,-97.747851,1984
30.385445,-97.658314,1982
30.366438,-97.678946,1978
30.438024,-97.804098,1976
30.203447,-97.845801,1960
30.417942,-97.727402,1979
30.315991,-97.719644,1940
30.299353,-97.626743,1977
30.283052,-97.887694,2012
30.310968,-97.895808,1994
30.202602,-97.81457,1972
30.193538,-98.008072,2013
30.33584,-97.957569,2007
30.23209,-97.642477,1970
30.411216,-97.980391,1996
30.21657,-97.805317,1969
30.327052,-97.75342,1950
30.450275,-97.645797,1984
30.439539,-97.60371,2001
30.045619,-97.705657,1998
30.325724,-97.733869,1947
30.262284,-97.84479,2006
30.430434,-97.767878,1975
30.287211,-97.840443,1985
30.37335,-97.743917,1981
30.152016,-97.78539,2006
30.252981,-97.771837,1984
30.417301,-97.962212,1960
30.279173,-97.868118,1983
30.415981,-97.9333,1983
30.197646,-97.809297,1980
30.382045,-97.896777,1994
30.425713,-97.699706,1975
30.223734,-97.789256,1957
30.304234,-97.639261,1995
30.193814,-97.85743,2001
30.447425,-97.620022,1981
30.346533,-97.994238,1988
30.371489,-97.975062,2003
30.408386,-97.632163,1969
30.442278,-97.630863,1984
30.08289,-97.663545,1999
30.354302,-97.986612,2000
30.364934,-97.891723,2007
30.316616,-97.704813,1935
30.226975,-97.937956,1998
30.417813,-97.768229,1982
30.303598,-97.733682,1900
30.175286,-97.860264,1973
30.389494,-97.68129,1971
30.319501,-97.675026,1971
30.369398,-98.008052,2005
30.338036,-97.777374,1990
30.306553,-97.794896,2008
30.327829,-97.751925,1954
30.212345,-97.920008,1999
30.231014,-97.935232,1972
30.423361,-97.682973,2001
30.367565,-97.985341,1989
30.383711,-97.706116,1962
30.299294,-97.709888,1947
30.286171,-97.83291,1990
30.432975,-97.742311,1985
30.293977,-97.949008,2012
30.279131,-97.454834,1997
30.533435,-97.658324,2000
30.40451,-97.770087,1988
30.254775,-97.916863,1948
30.413122,-97.539203,1997
30.190133,-97.823037,1982
30.288859,-97.717248,1959
30.384756,-97.831415,1995
30.222518,-97.952615,1968
30.203108,-97.79676,1978
30.464045,-97.651199,1996
30.282618,-97.461826,1996
30.434033,-97.783764,1991
30.351628,-97.902758,2007
30.321924,-97.524386,2010
30.421064,-97.894615,1950
30.238526,-97.880658,1971
30.055908,-97.725469,2010
30.498758,-97.597955,2008
30.114294,-97.869863,1998
30.061985,-97.718323,1998
30.221892,-97.784707,1953
30.480264,-97.888154,1972
30.499565,-97.591033,2005
30.348226,-97.77104,1985
30.222255,-97.886996,2005
30.168471,-97.831346,1973
30.060721,-97.73727,1966
30.349084,-97.68007,2008
30.288179,-97.451093,2002
30.456431,-97.648998,1985
30.233233,-97.518181,1983
30.068824,-97.780572,
30.358773,-97.547479,2003
30.452476,-97.796585,1975
30.310534,-97.901952,2001
30.157484,-97.738926,1998
30.103426,-97.862619,1978
30.182598,-97.817005,2001
30.29669,-97.479263,1975
30.232827,-97.896338,1968
30.389909,-97.679396,1970
30.527018,-97.72918,1997
30.30659,-97.693985,1957
30.199882,-97.970584,2008
30.224882,-97.877388,1998
30.33095,-97.825415,2010
30.231728,-97.767946,1983
30.311016,-97.830009,2013
30.39086,-97.805564,1996
30.447856,-97.684044,1998
30.327628,-97.780401,2016
30.429001,-97.9051,1954
30.219017,-97.493339,1999
30.249225,-97.752037,1928
30.362009,-97.964872,2001
30.316195,-97.794452,1982
30.526395,-97.762987,2009
30.340575,-97.779193,1999
30.24108,-97.765122,2004
30.215889,-97.778973,1971
30.345949,-97.778319,1994
30.293935,-97.749453,1940
30.225116,-97.74058,2018
30.344803,-97.673258,1940
30.405902,-97.692614,2007
30.210473,-97.848522,1983
30.13638,-97.673328,1983
30.375093,-97.975309,1990
30.279991,-97.689533,2005
30.257162,-97.908756,1999
30.279795,-97.483981,1999
30.239071,-97.768675,2014
30.275474,-97.695978,1960
30.275571,-97.835356,1984
30.130198,-97.971684,2005
30.176487,-97.857513,1974
30.534745,-97.705004,1996
30.170292,-97.833254,1956
30.229733,-97.976836,1965
30.345738,-97.692285,1971
30.54636,-97.824746,1993
30.458273,-97.581368,2012
30.378588,-97.502837,1999
30.374604,-97.809283,1985
30.228441,-97.937149,1995
30.36297,-97.851939,2012
30.277691,-97.502734,1960
30.453014,-97.552326,2013
30.310631,-97.727396,1945
30.278185,-97.766584,1917
30.234591,-97.897307,1994
30.32152,-97.8591,2008
30.400973,-97.920642,2001
30.35536,-97.676749,1980
30.384554,-97.662447,1985
30.338848,-97.731942,1956
30.441913,-97.680328,1984
30.347091,-97.758678,1967
30.391009,-97.760074,1981
30.310886,-97.691344,1956
30.297447,-97.676649,1966
30.305205,-97.773397,1980
30.343027,-97.766676,1968
30.255724,-97.769291,1961
30.236143,-97.887278,1977
30.372554,-97.815481,1983
30.311517,-97.981389,1983
30.392084,-97.921609,2014
30.312177,-97.916554,1997
30.229905,-97.867688,1999
30.212471,-97.789799,2010
30.223473,-97.699329,2017
30.308551,-97.698795,1954
30.466677,-97.623955,2007
30.387402,-97.973782,1972
30.46793,-97.563067,2017
30.359169,-97.947098,2007
30.293042,-97.946555,2015
30.250681,-97.55468,1985
30.355125,-97.957228,2006
30.38208,-97.759319,1977
30.285647,-97.762546,1936
30.200912,-97.969229,2010
30.439705,-97.639189,1996
30.273348,-97.822022,1998
30.250465,-97.90987,1990
30.405381,-97.777719,2003
30.521838,-97.730088,2001
30.247615,-97.755876,2011
30.133479,-97.575634,1972
30.396312,-97.587883,2008
30.219152,-97.892399,2005
30.276657,-97.74865,1912
30.178118,-97.828208,1970
30.302591,-97.683874,1965
30.391071,-97.896122,1983
30.362057,-97.945799,2006
30.457251,-97.921474,2006
30.370547,-97.861236,1999
30.465695,-97.633541,2000
30.410147,-97.685116,1978
30.375608,-97.915592,1982
30.294944,-97.629638,1984
30.241781,-97.779414,1970
30.312753,-97.904035,2011
30.531881,-97.739327,1994
30.468038,-97.583222,1993
30.135409,-97.579982,2001
30.327412,-97.479341,1975
30.334745,-97.482801,2000
30.5222,-97.609592,1979
30.433617,-97.624552,1996
30.212209,-97.769354,1983
30.129627,-97.780886,1999
30.488989,-97.606793,2007
30.318975,-97.726385,1949
30.294486,-97.701174,2009
30.203052,-97.782494,1969
30.190006,-97.747329,1985
30.202316,-97.550821,1973
30.215879,-97.519796,1976
30.470505,-97.924887,2004
30.317157,-97.670582,1964
30.204001,-97.804559,1958
30.196709,-97.803111,1962
30.519385,-97.847218,1997
30.203067,-97.844778,1984
30.187249,-97.789379,1979
30.248814,-97.762729,1932
30.391353,-97.767887,1988
30.040686,-97.816901,2007
30.425612,-97.689139,1980
30.375278,-97.648443,2007
30.497883,-97.651762,1998
30.118114,-97.9091,1985
30.285266,-97.931029,1994
30.370359,-97.895886,2002
30.29676,-97.688546,1960
30.498535,-97.794787,2005
30.332393,-97.788986,1989
30.381241,-97.811397,2002
30.305071,-97.720961,1940
30.357586,-97.710842,1968
30.387234,-97.689302,1969
30.314874,-97.657935,1976
30.427502,-97.806481,2002
30.311317,-97.915601,2000
30.192025,-97.546626,2006
30.333345,-98.004852,2007
30.161117,-97.855699,1983
30.309126,-97.855119,1994
30.215966,-97.911495,1984
30.524275,-97.677944,1975
30.514078,-97.592309,1999
30.171206,-97.832669,1960
30.437004,-97.679785,1985
30.083723,-97.661943,2000
30.074575,-97.541506,1998
30.347547,-97.980957,1999
30.293398,-97.947828,2013
30.276592,-97.469189,1999
30.113309,-97.717638,1997
30.489387,-97.660204,1997
30.208655,-97.79069,1962
30.302168,-97.887117,1992
30.14254,-97.790308,1982
30.277091,-97.80702,1971
30.53692,-97.621928,2003
30.429541,-97.903065,1985
30.384655,-97.947041,2001
30.292437,-97.898729,1985
30.206802,-97.633783,1975
30.446667,-97.827249,1997
30.181981,-97.640875,1985
30.335702,-97.866959,1994
30.179575,-97.755003,1976
30.239822,-97.698411,2005
30.533194,-97.724267,2001
30.417011,-97.714595,1980
30.438143,-97.801643,1976
30.323683,-97.854205,2002
30.357622,-97.672108,1972
30.296574,-97.887575,1992
30.203167,-97.813007,1970
30.228815,-97.855803,1984
30.430026,-97.726012,1984
30.478536,-97.607462,2008
30.261868,-97.778255,1985
30.160842,-97.861817,1994
30.355519,-97.5421,2005
30.204554,-97.817679,1975
30.095667,-97.685101,2005
30.084879,-97.658412,1997
30.449313,-97.690172,1994
30.301404,-97.755049,1938
30.344905,-97.609394,1997
30.518714,-97.877535,1988
30.295616,-97.714307,1948
30.409142,-97.769463,1992
30.402935,-97.627029,1980
30.139173,-97.842351,1979
30.492056,-97.574795,1995
30.141749,-97.843966,1992
30.3485,-97.888657,2011
30.294725,-97.930983,2003
30.371405,-97.677464,1984
30.474624,-97.586338,2004
30.025425,-97.824276,2011
30.176229,-97.847353,1998
30.25526,-97.92171,1950
30.341882,-97.531451,2005
30.493528,-97.76898,1997
30.248062,-97.552247,2002
30.385439,-97.681,1958
30.517172,-97.88072,2002
30.522224,-97.699369,1985
30.318818,-97.815165,1990
30.345436,-97.983245,2003
30.440487,-97.628666,1976
30.37883,-97.814782,1993
30.438193,-97.681104,1985
30.228892,-97.794354,1963
30.223543,-97.901407,1971
30.459777,-97.807491,1976
30.207274,-97.773059,1948
30.312647,-97.651331,2007
30.333116,-97.777263,2008
30.294841,-97.858584,1994
30.534442,-97.666976,1999
30.34415,-97.82359,1985
30.418095,-97.791509,1993
30.448061,-97.838932,2003
30.319133,-97.857998,2005
30.204514,-97.767712,1972
30.185147,-97.765934,1982
30.406875,-97.762875,1982
30.302266,-97.638186,1996
30.278917,-97.629587,2011
30.124707,-97.807793,2015
30.316793,-97.717341,1946
30.2572,-97.846341,2001
30.436482,-97.775964,
30.195864,-97.89104,2001
30.274892,-97.785188,2007
30.186675,-97.844574,1997
30.261304,-97.712637,2018
30.180792,-97.848519,1977
30.387316,-97.553498,1940
30.425677,-97.608081,1984
30.420205,-97.69425,1977
30.148427,-97.581865,1981
30.160644,-97.6485,1997
30.197392,-97.510985,2006
30.48494,-97.590558,1979
30.261624,-97.781053,1979
30.509481,-97.749825,2004
30.461663,-97.763402,2012
30.355908,-97.528277,2006
30.2191,-97.790153,1963
30.252801,-97.930148,2013
30.306038,-97.678364,1971
30.158447,-97.823966,1991
30.439564,-97.628311,1969
30.526202,-97.750064,1975
30.389771,-97.690684,1977
30.287747,-97.873257,2000
30.192039,-97.891134,1990
30.361051,-97.752192,1976
30.488624,-97.57373,2007
30.371525,-97.78847,1978
30.539399,-97.63736,1992
30.34101,-97.75916,1957
30.461157,-97.684835,1998
30.141342,-97.732347,1985
30.068313,-97.645698,1955
30.123319,-97.862653,1983
30.503474,-97.668192,1982
30.281122,-97.486296,1996
30.119686,-97.873678,2004
30.437351,-97.678171,1986
30.288492,-97.645983,2003
30.521774,-97.675918,1971
30.121525,-97.82291,1977
30.520942,-97.846827,1997
30.214683,-97.519787,1977
30.192174,-97.82111,1978
30.139235,-97.575997,1992
30.253974,-97.913003,2003
30.164264,-97.869458,1991
30.346368,-97.555685,1963
30.192497,-97.814001,1979
30.389068,-97.972593,2003
30.171321,-97.874326,1999
30.107339,-97.695322,1960
30.36502,-97.664304,1979
30.088778,-97.622879,2001
30.211012,-97.817512,1978
30.367745,-97.998038,2005
30.279883,-97.771971,1918
30.361286,-97.859585,2001
30.336508,-97.74842,1952
30.192827,-97.88836,1989
30.454679,-97.565087,1983
30.310457,-97.779226,1984
30.22128,-97.911193,1982
30.233312,-97.593416,2009
30.142906,-97.791086,1982
30.148306,-97.845201,1975
30.50046,-97.789946,2005
30.354686,-97.545347,2005
30.224005,-97.9297,1965
30.418118,-97.943958,1955
30.372953,-97.809615,1984
30.275394,-97.844519,1980
30.210524,-97.76529,1967
30.429479,-97.92726,1950
30.286246,-97.753019,2007
30.221188,-97.863755,1986
30.395303,-97.595498,1980
30.379251,-97.800782,1988
30.229958,-97.875963,1993
30.216515,-97.806718,1969
30.510864,-97.902877,2001
30.270719,-97.806317,1980
30.125175,-97.60276,1932
30.408881,-97.685991,1977
30.250263,-97.743794,2005
30.35527,-97.838512,1990
30.278153,-97.471773,1993
30.180541,-97.941197,1993
30.205151,-97.834507,2009
30.205187,-97.933081,2009
30.254593,-97.781209,1968
30.36635,-97.77879,1988
30.332686,-97.757575,2000
30.273976,-98.019635,1999
30.400457,-97.914652,1994
30.554549,-97.66456,1994
30.369863,-97.819175,1984
30.286505,-97.7009,1938
30.433426,-97.810197,1987
30.147711,-97.737662,2009
30.422218,-97.725035,1983
30.535409,-97.620523,2002
30.443839,-97.813381,1980
30.382108,-97.683104,1959
30.297765,-97.862126,2012
30.306661,-97.847654,1994
30.370234,-97.751899,1970
30.441041,-97.601195,2002
30.433727,-97.906458,1962
30.317172,-97.666331,1970
30.337248,-97.904842,1970
30.358647,-97.540023,2007
30.370591,-97.825121,2004
30.312015,-97.861648,1998
30.388807,-97.798483,1994
30.436162,-97.563626,2005
30.533655,-97.71164,2004
30.331018,-97.769347,1966
30.413454,-97.653595,1998
30.463419,-97.619702,2007
30.194202,-97.800646,1970
30.159282,-97.777415,2005
30.251858,-97.742001,1937
30.461173,-97.646144,1993
30.244252,-97.900566,2002
30.243304,-97.885784,1984
30.311772,-97.873232,1989
30.454657,-97.795483,1987
30.376017,-97.652211,2005
30.159473,-97.870472,1992
30.281027,-97.795844,1991
30.269464,-97.575418,1996
30.294274,-97.512402,1999
30.462795,-97.649229,1995
30.363897,-97.688937,1972
30.2057,-97.815266,1975
30.196485,-97.747977,1973
30.179637,-97.827228,1974
30.537118,-97.659273,2004
30.33723,-97.980635,2005
30.50758,-97.862179,1977
30.490862,-97.926363,1999
30.201539,-97.743397,1976
30.363759,-97.981964,
30.498558,-97.757087,2012
30.466493,-97.653315,1999
30.232384,-97.594074,2008
30.139439,-97.578584,2012
30.150346,-97.740112,2005
30.177361,-97.840816,1983
30.221784,-97.828071,1944
30.51663,-97.722735,1996
30.190648,-97.74293,1978
30.312037,-97.89909,1999
30.332555,-97.646253,1995
30.476294,-97.623818,2009
30.365686,-97.981399,2004
30.416997,-97.964286,1960
30.359332,-97.760783,1972
30.362778,-97.839491,1997
30.283147,-97.920259,2001
30.130218,-97.611152,1981
30.423104,-97.609793,1984
30.208796,-97.849223,1985
30.371426,-97.730847,1969
30.197733,-97.865131,2000
30.425174,-97.709393,1982
30.360086,-97.976929,1992
30.494433,-97.665174,2002
30.004206,-97.749532,2016
30.493861,-97.782785,2002
30.411805,-97.922603,2004
30.375873,-98.005465,1975
30.228302,-97.842383,1981
30.332841,-97.992322,2012
30.46055,-97.818761,1982
30.219011,-97.95462,1969
30.140086,-97.58717,1981
30.303384,-97.96573,1998
30.283887,-97.472182,1995
30.331075,-97.876692,1972
30.285615,-97.925966,2004
30.302818,-97.835207,1994
30.308205,-97.499822,1978
30.273755,-97.463728,1994
30.351476,-97.775621,1977
30.373562,-97.962902,2004
30.499932,-97.764412,2008
30.372538,-97.810816,1983
30.201154,-97.693409,2008
30.322456,-97.737215,1948
30.17113,-97.835811,2004
30.374837,-97.559855,1998
30.157146,-97.859537,1999
30.431845,-97.632126,2002
30.231516,-97.483798,1970
30.39867,-97.761458,1981
30.350835,-97.611179,1990
30.193082,-97.799373,1968
30.283547,-97.458483,1991
30.072845,-97.603361,2001
30.391669,-97.805949,1998
30.398381,-97.658398,1999
30.218173,-97.528999,1983
30.312345,-97.873983,1990
30.279644,-97.783775,1987
30.224402,-97.777496,1960
30.116161,-97.82169,1972
30.208933,-97.847393,1984
30.162374,-97.783539,2006
30.527801,-97.827968,2006
30.202399,-97.924085,1999
30.422048,-97.778666,1999
30.226548,-97.629639,1999
30.418181,-97.755205,1969
30.259213,-97.86986,2002
30.234821,-97.570795,1900
30.213553,-97.922724,2000
30.272183,-97.622076,2002
30.455384,-97.571006,2003
30.346223,-97.991946,2000
30.155781,-97.8129,1987
30.306968,-97.771833,1963
30.415058,-97.629147,1989
30.169807,-97.863354,1986
30.209943,-97.810181,1973
30.290773,-97.767487,1957
30.369625,-97.516635,2014
30.452891,-97.841027,1975
30.42755,-97.728795,2009
30.203282,-97.751996,1982
30.476822,-97.945382,2009
30.188771,-97.747325,1981
30.464214,-97.639387,1993
30.244317,-97.74819,1967
30.062518,-97.670628,1998
30.48992,-97.661301,1995
30.206101,-97.802543,2003
30.268019,-97.799881,1979
30.163996,-97.745052,1982
30.514809,-97.603885,1998
30.20494,-97.799177,1975
30.532975,-97.623084,2002
30.159973,-97.738475,2002
30.273222,-97.82461,1995
30.020161,-97.831438,1980
30.436976,-97.810376,1999
30.182972,-97.855681,1996
30.271492,-97.618559,2006
30.206379,-97.767713,1972
30.277842,-97.719365,1936
30.19503,-97.828021,2013
30.286627,-97.869302,2001
30.432372,-97.77432,1980
30.267335,-97.751828,2014
30.159842,-97.750851,2010
30.499307,-97.728165,1998
30.199155,-97.781553,1978
30.17474,-97.839988,1985
30.457149,-97.766632,1977
30.081922,-97.637895,1995
30.241557,-97.951131,1981
30.154039,-97.784751,2004
30.087747,-97.705204,2007
30.393133,-97.778759,1993
30.21431,-97.824482,1982
30.238681,-97.774043,1963
30.147688,-97.777656,1992
30.325661,-97.827105,1981
30.477067,-97.607751,2007
30.45006,-97.768314,1993
30.26375,-97.700811,1942
30.335924,-97.722285,1950
30.413381,-97.769111,1969
30.166925,-97.850491,1986
30.498982,-97.578318,2000
30.245926,-97.73104,2010
30.229195,-97.918576,1986
30.154095,-97.591858,1998
30.181412,-97.832482,1985
30.29509,-97.735865,1981
30.392157,-97.703473,1982
30.516915,-97.608297,1999
30.419529,-97.696285,1976
30.369084,-97.752624,1971
30.294838,-97.729489,1957
30.273132,-97.749666,1966
30.16217,-97.641699,2005
30.478102,-97.606471,2009
30.29868,-97.883075,1991
30.303618,-97.922396,1999
30.501277,-97.892089,1970
30.247288,-97.746579,1900
30.340858,-97.824284,2008
30.273253,-97.866589,2007
30.3508,-97.893174,2007
30.191041,-97.817221,2004
30.371127,-97.962492,1986
30.204402,-97.784799,1970
30.240215,-97.85938,1979
30.323438,-97.83066,1983
30.378769,-97.903977,2001
30.220007,-97.845899,1976
30.35821,-97.680932,1973
30.457884,-97.636442,1991
30.520596,-97.725725,1998
30.376272,-97.511147,2006
30.194663,-97.94179,1982
30.228322,-97.767866,1958
30.219238,-97.925717,1971
30.434658,-97.807626,1982
30.088935,-97.64562,2007
30.249476,-97.830532,1980
30.494349,-97.76592,2004
30.159999,-97.693356,1956
30.313707,-97.486429,1969
30.147977,-97.588352,1984
30.431873,-97.817481,2002
30.321201,-97.779055,1975
30.381455,-97.744143,1969
30.507413,-97.596105,2010
30.349234,-97.903849,2007
30.495209,-97.764608,2003
30.206295,-97.881756,2001
30.098824,-97.863335,2011
30.062598,-97.74015,1986
30.489401,-97.797284,2012
30.289831,-97.931688,2012
30.472917,-97.638325,1999
30.2068,-97.786146,1982
30.360008,-97.856567,2006
30.510183,-97.739615,1985
30.40487,-97.775279,2004
30.19682,-97.826321,1995
30.334613,-97.550179,1925
30.295274,-97.723977,1957
30.223883,-97.92613,1963
30.192293,-97.918519,2005
30.088476,-97.757355,2006
30.291011,-97.674363,1972
30.38829,-97.803806,2002
30.277496,-97.762418,1940
30.260133,-97.464266,1999
30.046701,-97.713428,1950
30.330247,-97.802177,1999
30.533989,-97.705857,1996
30.196672,-97.905636,2005
30.486443,-97.686396,1998
30.142745,-97.861601,2009
30.276142,-97.808655,1995
30.188814,-97.902377,2005
30.201434,-97.793288,1977
30.234327,-97.761527,1956
30.386051,-97.661098,1985
30.516177,-97.819318,2010
30.250845,-97.739951,2007
30.290209,-97.70362,2008
30.494165,-97.796069,2007
30.150038,-97.865431,1992
30.284301,-97.84627,1984
30.475505,-97.629185,2013
30.383652,-97.765239,1997
30.38851,-97.930571,2004
30.430594,-97.810909,1984
30.253394,-97.904967,1995
30.328054,-97.789256,1995
30.29013,-97.682823,1968
30.481729,-97.838453,1998
30.287955,-97.94559,2008
30.416479,-97.937962,1984
30.249808,-97.785372,1961
30.342879,-97.470679,1988
30.155029,-97.698492,1972
30.341239,-97.525655,2014
30.278395,-97.781857,1953
30.317059,-97.781789,1999
30.496203,-97.893647,2004
30.373949,-97.513106,2006
30.184314,-97.918414,2007
30.180738,-97.81415,1984
30.355864,-97.617514,2015
30.3957,-97.645051,2001
30.4376,-97.607366,1999
30.486618,-97.703621,1982
30.451728,-97.669265,1978
30.206874,-97.844915,1984
30.268971,-97.8604,2001
30.122182,-97.73311,1960
30.319957,-97.53802,1970
30.417704,-97.761094,1996
30.336267,-97.737646,1948
30.290671,-97.836273,1972
30.482455,-97.557375,1982
30.44235,-97.602653,2002
30.198682,-97.818872,1983
30.326822,-97.870708,1983
30.133673,-97.56566,2002
30.555182,-97.673229,2005
30.523021,-97.77958,1983
30.268024,-97.719903,1953
30.36589,-97.754818,1985
30.14687,-97.782962,1983
30.42648,-97.686485,1999
30.375954,-98.003902,1975
30.352981,-97.738874,1962
30.365675,-97.784376,1962
30.287437,-97.801388,1960
30.38053,-98.002338,1981
30.114534,-97.699816,1979
30.409838,-97.916962,1996
30.299991,-97.684211,1959
30.357989,-97.613014,1989
30.203565,-97.882686,2006
30.40879,-97.545414,1984
30.496368,-97.575458,1997
30.443549,-97.75411,1975
30.456161,-97.914296,2007
30.418972,-97.655601,1998
30.225823,-97.92795,2002
30.135687,-97.661227,2003
30.291748,-97.717696,1948
30.460835,-97.635602,1999
30.500054,-97.742558,1997
30.247355,-97.758402,1939
30.415368,-97.647365,1992
30.219228,-97.697404,1998
30.451777,-97.818306,1981
30.362509,-97.83918,1998
30.230031,-97.718012,1984
30.414138,-97.634312,2006
30.257714,-97.753824,1950
30.420622,-97.727645,1989
30.486218,-97.570732,2011
30.208116,-97.515803,1997
30.219272,-97.802422,1972
30.355501,-97.850289,1993
30.502305,-97.60339,1980
30.447512,-97.655661,1999
30.513435,-97.721305,1996
30.345421,-97.782123,1984
30.53462,-97.671535,1986
30.390043,-97.685992,1978
30.504123,-97.728499,1996
30.174343,-97.856214,1977
30.41429,-97.783352,2001
30.448583,-97.687933,1994
30.367834,-97.732286,1961
30.484114,-97.639535,1965
30.174061,-97.867846,1977
30.320649,-97.753103,1953
30.359974,-97.71829,1959
30.345537,-97.920663,2015
30.197752,-97.530468,1960
30.364993,-97.846245,2001
30.142687,-97.852492,2010
30.368854,-97.99942,2001
30.058204,-97.719173,2006
30.17536,-97.613115,2002
30.426141,-97.685406,2003
30.444965,-97.943218,2005
30.21542,-97.867661,1992
30.485857,-97.862694,2010
30.249766,-97.758859,1938
30.266292,-97.796217,1989
30.193334,-97.74091,1981
30.154883,-97.851697,2000
30.316926,-97.689678,1972
30.438565,-97.816195,1998
30.10104,-97.600764,2009
30.282303,-97.789702,1970
30.412414,-97.631032,1987
30.419461,-97.727904,1983
30.133857,-97.56605,2007
30.274513,-97.631888,2007
30.342359,-97.710006,1958
30.321085,-97.5244,2009
30.269067,-97.464739,1996
30.216326,-97.88532,2006
30.285823,-97.714079,1953
30.378758,-97.948985,1985
30.403893,-97.774841,2005
30.19921,-97.825789,1984
30.380461,-97.788027,1988
30.285695,-97.661845,1969
30.214338,-97.912395,1999
30.281169,-97.711768,1950
30.346164,-97.558824,2007
30.346373,-97.6175,2013
30.32411,-97.829554,1986
30.195708,-97.756925,1981
30.139571,-97.844269,1971
30.157462,-97.867675,1996
30.373846,-97.842123,1997
30.129852,-97.779642,2001
30.326136,-97.783509,2003
30.209122,-97.794406,1979
30.541816,-97.635145,1976
30.432738,-97.930796,1986
30.042976,-97.822754,2016
30.270859,-97.819107,1999
30.4428,-97.805813,1975
30.313513,-97.845702,1993
30.375996,-97.843824,1998
30.235634,-97.936981,1977
30.510403,-97.746481,2004
30.315031,-97.658438,1975
30.307943,-97.662334,1971
30.504235,-97.89823,1992
30.368179,-97.997171,1990
30.422078,-97.763488,1975
30.290104,-97.671166,1965
30.319463,-97.677107,1966
30.086258,-97.660619,1997
30.214849,-97.528307,1985
30.29575,-97.471365,1982
30.207712,-97.936196,1994
30.151489,-97.585978,2006
30.359196,-97.764917,1967
30.368853,-97.672901,1999
30.498398,-97.782188,2009
30.294073,-97.734533,1954
30.382788,-98.005031,1996
30.422204,-97.925886,1965
30.225693,-97.777306,1972
30.167404,-97.750406,1980
30.34853,-97.855336,2004
30.391169,-97.79905,1998
30.224106,-97.855851,1979
30.477264,-97.572725,2009
30.064108,-97.677087,1970
30.377678,-97.920763,2013
30.377221,-97.483308,1999
30.287658,-97.760515,1938
30.372096,-97.880061,2001
30.345683,-97.863222,2007
30.323128,-97.807401,2007
30.338637,-97.646318,2005
30.336631,-97.988482,2003
30.446071,-97.760708,1986
30.43093,-97.842979,2014
30.188212,-97.920107,2006
30.356086,-97.523924,2014
30.408127,-97.952489,1968
30.137353,-97.779555,1999
30.526539,-97.664884,1985
30.356316,-97.739473,1965
30.341979,-98.002089,1998
30.390279,-97.680318,1971
30.513285,-97.893329,1994
30.026125,-97.80611,2008
30.324181,-97.527359,2004
30.45271,-97.547234,2013
30.420502,-97.65548,1997
30.370478,-97.664911,1983
30.145676,-97.786349,1981
30.092077,-97.526849,2016
30.531863,-97.85681,2004
30.508483,-97.750292,2004
30.201431,-97.86021,1999
30.361602,-97.71372,1968
30.291104,-97.708546,1958
30.245799,-97.910161,1975
30.198675,-97.901773,2004
30.337562,-97.766531,1982
30.224508,-97.791385,1957
30.380041,-97.504662,2004
30.350158,-97.612038,2001
30.16877,-97.862729,1982
30.354,-97.860116,1965
30.290256,-97.467578,1985
30.18035,-97.859869,1993
30.294787,-97.885731,1986
30.155739,-97.873936,1985
30.166838,-97.867416,1984
30.278341,-97.79992,1973
