,Offense Desc,Offense Category,Address,lat,lng,Severity
17179,BURGLARY NON RESIDENCE        ,Burglary,5501 W WILLIAM CANNON DR 78749,30.2261061,-97.8583649,2
17180,BURGLARY OF VEHICLE           ,Theft,7401 BENDER DR 78749,30.2094413,-97.8352018,3
17181,THEFT                         ,Theft,7208 GENEVA DR 78723,30.3208092,-97.6738235,1
17182,THEFT                         ,Theft,3605 STECK AVE 78759,30.3691725,-97.7455534,1
17183,THEFT FROM AUTO               ,Theft,9003 HAZELHURST DR 78729,30.4606265,-97.773145,1
17184,BURGLARY OF VEHICLE           ,Theft,7608 BARKDALE CT 78744,30.1727942,-97.7628232,3
17185,THEFT                         ,Theft,1306 WEST LYNN ST 78703,30.2813519,-97.7589234,1
17186,BURGLARY OF VEHICLE           ,Theft,2900 S FM 973 RD 78617,30.2419313,-97.626502,3
17187,THEFT                         ,Theft,6805 HARDY DR 78757,30.343217,-97.734432,1
17188,THEFT                         ,Theft,507 PRESSLER ST 78703,30.2732874,-97.7603203,1
17189,THEFT                         ,Theft,4625 W WILLIAM CANNON DR 78749,30.2232185,-97.8441474,1
17190,BURGLARY OF VEHICLE           ,Theft,11066 PECAN PARK BLVD 78613,30.4699103,-97.7989415,3
17191,BURGLARY OF VEHICLE           ,Theft,1817 E OLTORF ST 78741,30.230481,-97.7367541,3
17192,BURGLARY OF VEHICLE           ,Theft,209 E BEN WHITE BLVD SVRD EB 78745,30.220552,-97.7617965,3
17193,THEFT                         ,Theft,2008 ARTHUR LN 78704,30.2534096,-97.7792166,1
17194,THEFT                         ,Theft,5764 AIRPORT BLVD 78752,30.321509,-97.7144091,1
17195,THEFT BY SHOPLIFTING          ,Theft,10107 RESEARCH BLVD SVRD NB 78759,30.3927847,-97.7439653,1
17196,THEFT OF BICYCLE              ,Theft,8607 ANDERSON MILL RD 78729,30.4534797,-97.7711284,1
17197,THEFT                         ,Theft,1710 RICHCREEK RD 78757,30.3473877,-97.7272216,1
17198,THEFT BY SHOPLIFTING          ,Theft,1201 BARBARA JORDAN BLVD 78723,30.3056385,-97.7099309,1
17199,THEFT                         ,Theft,8005 GEORGIAN DR 78753,30.345273,-97.70385,1
17200,BURGLARY OF VEHICLE           ,Theft,9400 W PARMER LN 78717,30.4811397,-97.7649726,3
17201,THEFT                         ,Theft,4603 KIOWA PASS 78745,30.2272397,-97.7989636,1
17202,THEFT                         ,Theft,111 RAMBLE LN 78745,30.2092475,-97.7739299,1
17203,THEFT OF BICYCLE              ,Theft,W 3RD ST / LAVACA ST 78701,30.2659455,-97.7462355,1
17204,THEFT                         ,Theft,1430 FRONTIER VALLEY DR 78741,30.227456,-97.692371,1
17205,BURGLARY OF VEHICLE           ,Theft,11305 JANUARY DR 78753,30.3738679,-97.6671462,3
17206,THEFT FROM AUTO               ,Theft,8054 EXCHANGE DR 78754,30.33103,-97.6658421,1
17207,THEFT                         ,Theft,1601 E ST ELMO RD 78744,30.2123684,-97.7527679,1
17208,THEFT                         ,Theft,6118 FAIRWAY ST 78741,30.2295189,-97.7024152,1
17209,THEFT                         ,Theft,4111 S 1ST ST 78745,30.2245781,-97.770492,1
17210,THEFT                         ,Theft,3755 S CAPITAL OF TEXAS HWY NB 78704,30.2431916,-97.8000041,1
17211,THEFT                         ,Theft,2414 E 2ND ST 78702,30.2555416,-97.7166007,1
17212,THEFT                         ,Theft,10901 N LAMAR BLVD SVRD NB ,30.378673,-97.6875999,1
17213,THEFT OF BICYCLE              ,Theft,3001 ESPERANZA XING 78758,30.3985991,-97.7220666,1
17214,BURGLARY OF VEHICLE           ,Theft,2716 ARROYO BLANCO CV 78748,30.1553708,-97.8514364,3
17215,BURGLARY OF VEHICLE           ,Theft,411 RAMBLE LN 78745,30.2103086,-97.7778155,3
17216,THEFT                         ,Theft,1000 GUADALUPE ST 78701,30.2734081,-97.7452351,1
17217,BURGLARY OF VEHICLE           ,Theft,9502 WINDING OAK TRL 78750,30.4234308,-97.8050799,3
17218,THEFT OF BICYCLE              ,Theft,203 E 31ST ST 78705,30.2940654,-97.7359414,1
17219,THEFT                         ,Theft,4521 WEST GATE BLVD 78745,30.2316721,-97.8001316,1
17220,THEFT                         ,Theft,6103 FELIX AVE 78741,30.236392,-97.699553,1
17221,THEFT                         ,Theft,2900 ESPERANZA XING 78758,30.3989187,-97.7196908,1
17222,THEFT FROM AUTO               ,Theft,406 E 30TH ST 78705,30.2923394,-97.7345023,1
17223,AGG ASSAULT                   ,Agg Assault,E 6TH TO IH 35 SB RAMP / N IH 35 SB 78701,30.263388,-97.7275389,4
17224,RAPE                          ,Rape,,37.2256055,-95.7162018,6
17225,THEFT                         ,Theft,5327 CAMERON RD 78723,30.3110968,-97.7072403,1
17226,THEFT FROM PERSON             ,Theft,1917 E RIVERSIDE DR 78741,30.2418673,-97.7297929,1
17227,RAPE                          ,Rape,,37.2256055,-95.7162018,6
17228,BURGLARY OF VEHICLE           ,Theft,5608 AVENUE F 78751,30.3220081,-97.7192241,3
17229,BURGLARY OF VEHICLE           ,Theft,1601 MONTOPOLIS DR 78741,30.227011,-97.700553,3
17230,BURGLARY OF RESIDENCE         ,Burglary,12151 N IH 35 SVRD NB 78753,30.394245,-97.6707073,2
17231,BURGLARY NON RESIDENCE        ,Burglary,1500 E 6TH ST 78702,30.2634308,-97.727264,2
17232,BURGLARY OF RESIDENCE         ,Burglary,1208 RADAM CIR 78745,30.2147487,-97.7875394,2
17233,THEFT BY SHOPLIFTING          ,Theft,1030 NORWOOD PARK BLVD 78753,30.3393609,-97.6908244,1
17234,THEFT BY SHOPLIFTING          ,Theft,1801 E 51ST ST 78723,30.3016498,-97.6989672,1
17235,THEFT BY SHOPLIFTING          ,Theft,525 N LAMAR BLVD 78703,30.2706071,-97.7532586,1
17236,THEFT BY SHOPLIFTING          ,Theft,525 N LAMAR BLVD 78703,30.2706071,-97.7532586,1
17237,BURGLARY NON RESIDENCE        ,Burglary,1600 S PLEASANT VALLEY RD 78741,30.2375904,-97.7213818,2
17238,BURGLARY OF RESIDENCE         ,Burglary,1311 COLLINWOOD WEST DR 78753,30.367667,-97.669535,2
17239,BURGLARY OF RESIDENCE         ,Burglary,9522 QUAIL VILLAGE LN 78758,30.3669,-97.698185,2
17240,THEFT BY SHOPLIFTING          ,Theft,2101 WICKERSHAM LN 78741,30.2316595,-97.7202423,1
17241,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,1820 WOOTEN PARK DR 78757,30.3545348,-97.7249748,4
17242,THEFT BY SHOPLIFTING          ,Theft,9500 S IH 35 SVRD SB 78748,30.164043,-97.7935432,1
17243,BURGLARY NON RESIDENCE        ,Burglary,7320 E BEN WHITE BLVD EB 78741,30.218137,-97.6953644,2
17244,THEFT BY SHOPLIFTING          ,Theft,1000 E 41ST ST 78751,30.2998354,-97.7199409,1
17245,BURGLARY OF RESIDENCE         ,Burglary,1400 SUFFOLK DR 78723,30.3104368,-97.7017262,2
17246,THEFT BY SHOPLIFTING          ,Theft,9300 S IH 35 SVRD SB 78748,30.165205,-97.7903534,1
17247,BURGLARY OF RESIDENCE         ,Burglary,7610 CAMERON RD 78752,30.3319213,-97.6885107,2
17248,THEFT BY SHOPLIFTING          ,Theft,1030 NORWOOD PARK BLVD 78753,30.3393609,-97.6908244,1
17249,THEFT BY SHOPLIFTING          ,Theft,5501 N IH 35 SVRD NB 78723,30.3158062,-97.705764,1
17250,THEFT BY SHOPLIFTING          ,Theft,525 N LAMAR BLVD 78703,30.2706071,-97.7532586,1
17251,THEFT BY SHOPLIFTING          ,Theft,1434 W WELLS BRANCH PKWY 78660,30.4419874,-97.6638825,1
17252,THEFT BY SHOPLIFTING          ,Theft,11301 LAKELINE BLVD 78717,30.4785076,-97.7982736,1
17253,THEFT BY SHOPLIFTING          ,Theft,9500 S IH 35 SVRD SB 78748,30.164043,-97.7935432,1
17254,BURGLARY OF RESIDENCE         ,Burglary,3304 SANTA MONICA DR 78741,30.218849,-97.7357504,2
17255,SEXUAL ASSAULT OF CHILD/OBJECT,Rape,,37.2256055,-95.7162018,6
17256,THEFT                         ,Theft,2121 E 6TH ST 78702,30.2602331,-97.719106,1
17257,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,E 17TH ST / HARVEY ST 78702,30.2800398,-97.7051024,4
17258,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,2508 E RIVERSIDE DR 78741,30.2364302,-97.7221515,4
17259,THEFT BY SHOPLIFTING          ,Theft,4001 N LAMAR BLVD 78751,30.3074743,-97.7403452,1
17260,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,6201 LANGHAM ST 78741,30.2268825,-97.7037939,4
17261,AGG ASSAULT                   ,Agg Assault,CAMERON RD / REINLI ST 78723,30.3157486,-97.7014881,4
17262,BURGLARY OF RESIDENCE         ,Burglary,907 E OLTORF ST 78704,30.235445,-97.74778,2
17263,THEFT OF TRAILER              ,Theft,401 WOODWARD ST 78704,30.2274098,-97.756243,1
17264,BURGLARY OF RESIDENCE         ,Burglary,2617 WHELESS LN 78723,30.3088897,-97.680741,2
17265,BURGLARY OF VEHICLE           ,Theft,1611 AIRPORT COMMERCE DR 78741,30.2214542,-97.6896181,3
17266,BURGLARY OF VEHICLE           ,Theft,2121 W WILLIAM CANNON DR 78745,30.2027625,-97.8086267,3
17267,BURGLARY OF VEHICLE           ,Theft,11441 N IH 35 SVRD NB 78753,30.378099,-97.672426,3
17268,BURGLARY OF VEHICLE           ,Theft,2104 ROUNTREE DR 78722,30.2838732,-97.7071978,3
17269,THEFT BY SHOPLIFTING          ,Theft,1420 E ANDERSON LN WB 78753,30.3334196,-97.6866497,1
17270,BURGLARY OF VEHICLE           ,Theft,8225 N FM 620 RD 78726,30.4195474,-97.8431189,3
17271,THEFT                         ,Theft,1006 STONEOAK LN 78745,30.1973956,-97.7945466,1
17272,THEFT                         ,Theft,13266 POND SPRINGS RD 78729,30.4467937,-97.7808726,1
17273,BURGLARY OF VEHICLE           ,Theft,5400 FREIDRICH LN 78744,30.2000489,-97.7568272,3
17274,THEFT FROM AUTO               ,Theft,8054 EXCHANGE DR 78754,30.33103,-97.6658421,1
17275,THEFT OF BICYCLE              ,Theft,3600 S LAMAR BLVD 78704,30.2393355,-97.7887809,1
17276,THEFT OF LICENSE PLATE        ,Theft,222 E RIVERSIDE DR 78704,30.2563496,-97.7437547,1
17277,BURGLARY OF VEHICLE           ,Theft,507 PRESSLER ST 78703,30.2732874,-97.7603203,3
17278,THEFT                         ,Theft,5606 ROOSEVELT AVE 78756,30.3279881,-97.7324194,1
17279,THEFT                         ,Theft,8809 BLACK OAK ST 78729,30.4572793,-97.7715317,1
17280,THEFT                         ,Theft,10610 MORADO CIR 78759,30.4049439,-97.7523807,1
17281,THEFT                         ,Theft,1425 E RUNDBERG LN 78753,30.3505953,-97.6766217,1
17282,THEFT                         ,Theft,4800 WOODSIDE DR 78735,30.2438754,-97.8268097,1
17283,THEFT                         ,Theft,1401 S CONGRESS AVE 78704,30.2495966,-97.7493383,1
17284,BURGLARY OF VEHICLE           ,Theft,507 PRESSLER ST 78703,30.2732874,-97.7603203,3
17285,THEFT                         ,Theft,8965 RESEARCH BLVD SVRD NB 78758,30.3719348,-97.7223465,1
17286,BURGLARY OF VEHICLE           ,Theft,8512 SOHO DR 78748,30.1788885,-97.8005775,3
17287,BURGLARY OF VEHICLE           ,Theft,2121 GLENDALE PL 78704,30.2366969,-97.7432299,3
17288,THEFT BY SHOPLIFTING          ,Theft,2500 W PARMER LN 78727,30.4220399,-97.7021075,1
17289,THEFT OF BICYCLE              ,Theft,207 SAN JACINTO BLVD 78701,30.2641917,-97.7412883,1
17290,BURGLARY OF VEHICLE           ,Theft,1508 CRESTWOOD RD 78722,30.2982131,-97.7105078,3
17291,BURGLARY OF VEHICLE           ,Theft,1500 ROYAL CREST DR 78741,30.2409185,-97.7303472,3
17292,BURGLARY OF VEHICLE           ,Theft,4310 JAMES CASEY ST 78745,30.2245102,-97.7758246,3
17293,AGG ASSAULT                   ,Agg Assault,5000 N IH 35 NB 78723,30.3155433,-97.7078362,4
17294,THEFT                         ,Theft,4216 FELTER LN 78744,30.1955921,-97.7072615,1
17295,THEFT                         ,Theft,306 E LIVE OAK ST 78704,30.2410727,-97.7500947,1
17296,THEFT                         ,Theft,8617 SPICEWOOD SPRINGS RD 78750,30.4340266,-97.775077,1
17297,THEFT OF AUTO PARTS           ,Theft,3909 N IH 35 NB 78722,30.2954608,-97.7177128,1
17298,THEFT                         ,Theft,5500 MANCHACA RD 78745,30.2166078,-97.7973284,1
17299,BURGLARY OF VEHICLE           ,Theft,4825 EDGE CREEK DR 78744,30.1713719,-97.7573428,3
17300,THEFT                         ,Theft,2701 E 7TH ST 78702,30.2591848,-97.7115457,1
17301,THEFT                         ,Theft,1803 W 36TH ST 78731,30.30885,-97.752722,1
17302,THEFT                         ,Theft,2200 WILLIAM BARTON DR 78746,30.265604,-97.774071,1
17303,THEFT OF BICYCLE              ,Theft,2904 BARTON SKWY 78746,30.2590382,-97.788205,1
17304,THEFT                         ,Theft,9101 RESEARCH BLVD SVRD NB 78758,30.37703,-97.7324376,1
17305,THEFT                         ,Theft,6650 MANOR RD 78723,30.3101972,-97.6677185,1
17306,THEFT                         ,Theft,1000 E 41ST ST 78751,30.2998354,-97.7199409,1
17307,THEFT                         ,Theft,10301 FM 2222 RD 78730,30.390462,-97.83988,1
17308,THEFT                         ,Theft,3627 LEADVILLE DR 78749,30.1803659,-97.8564733,1
17309,THEFT                         ,Theft,1901 W WILLIAM CANNON DR 78745,30.2018231,-97.8058908,1
17310,THEFT                         ,Theft,1709 PASADENA DR 78757,30.3461093,-97.7276459,1
17311,THEFT FROM BUILDING           ,Theft,15 WALLER ST 78702,30.252813,-97.7334355,1
17312,THEFT OF BICYCLE              ,Theft,808 W 29TH ST 78705,30.2971543,-97.7457869,1
17313,BURGLARY OF VEHICLE           ,Theft,908 OLD KOENIG LN 78757,30.3291544,-97.7265882,3
17314,THEFT                         ,Theft,1706 VISTA LN 78703,30.2913818,-97.7664796,1
17315,THEFT OF BICYCLE              ,Theft,711 RED RIVER ST 78701,30.2677499,-97.7364774,1
17316,THEFT OF BICYCLE              ,Theft,1500 E RIVERSIDE DR 78741,30.246765,-97.731621,1
17317,THEFT FROM PERSON             ,Theft,1030 NORWOOD PARK BLVD 78753,30.3393609,-97.6908244,1
17318,THEFT BY SHOPLIFTING          ,Theft,13201 N FM 620 RD NB 78729,30.467919,-97.7916372,1
17319,THEFT                         ,Theft,12007 TECHNOLOGY BLVD 78727,30.4309881,-97.7610277,1
17320,THEFT                         ,Theft,2508 E RIVERSIDE DR 78741,30.2364302,-97.7221515,1
17321,THEFT                         ,Theft,2508 E RIVERSIDE DR 78741,30.2364302,-97.7221515,1
17322,THEFT                         ,Theft,2525 W ANDERSON LN 78757,30.3568601,-97.7352125,1
17323,RAPE                          ,Rape,,37.2256055,-95.7162018,6
17324,AUTO THEFT                    ,Auto Theft,1106 W DITTMAR RD 78745,30.1889586,-97.8058052,3
17325,BURGLARY OF VEHICLE           ,Theft,5400 JIMMY CLAY DR 78744,30.1839103,-97.7319198,3
17326,AGG ROBBERY/DEADLY WEAPON     ,Robbery,8800 N IH 35 SVRD SB 78753,30.3523179,-97.6926844,5
17327,BURGLARY OF VEHICLE           ,Theft,5206 KING CHARLES DRIVE ,30.288607,-97.663225,3
17328,MURDER                        ,Murder,5810 SWEENEY CIR 78723,30.3057912,-97.6794625,7
17329,AUTO THEFT                    ,Auto Theft,5701 JOHNNY MORRIS RD 78724,30.2919247,-97.6532215,3
17330,THEFT FROM AUTO               ,Theft,7619 N IH 35 SVRD NB 78752,30.3369319,-97.6996422,1
17331,AUTO THEFT                    ,Auto Theft,1902 WILLOW CREEK DR 78741,30.2341207,-97.728643,3
17332,BURGLARY OF RESIDENCE         ,Burglary,2819 PALOMINO TRL 78744,30.2096309,-97.6921838,2
17333,AUTO THEFT                    ,Auto Theft,1840 BURTON DR 78741,30.2354864,-97.7297092,3
17334,THEFT                         ,Theft,400 BLOCK SABINE ST 78701,30.2643683,-97.7367783,1
17335,AGG ASSAULT                   ,Agg Assault,4301 TANNEHILL LN 78721,30.2824821,-97.671891,4
17336,AUTO THEFT                    ,Auto Theft,1212 WESTHEIMER DR 78752,30.3256932,-97.6942918,3
17337,ROBBERY BY ASSAULT            ,Robbery,401 LITTLE TEXAS LN 78745,30.2000706,-97.7725294,5
17338,BURGLARY NON RESIDENCE        ,Burglary,4402 S CONGRESS AVE 78745,30.2175378,-97.7681141,2
17339,BURGLARY OF RESIDENCE         ,Burglary,1007 S CONGRESS AVE 78704,30.253956,-97.7477392,2
17340,SEXUAL ASSAULT OF CHILD/OBJECT,Rape,,37.2256055,-95.7162018,6
17341,THEFT BY SHOPLIFTING          ,Theft,1030 NORWOOD PARK BLVD 78753,30.3393609,-97.6908244,1
17342,AUTO THEFT                    ,Auto Theft,5401 DUVAL ST 78751,30.3175163,-97.7175092,3
17343,BURGLARY OF RESIDENCE         ,Burglary,2323 SAN ANTONIO ST 78705,30.2873249,-97.7423917,2
17344,THEFT                         ,Theft,1030 NORWOOD PARK BLVD 78753,30.3393609,-97.6908244,1
17345,BURGLARY OF RESIDENCE         ,Burglary,1906 SAN GABRIEL ST 78705,30.2842549,-97.7484819,2
17346,SEXUAL ASSAULT OF CHILD/OBJECT,Rape,,37.2256055,-95.7162018,6
17347,BURGLARY OF VEHICLE           ,Theft,121 PICKLE RD 78704,30.2274747,-97.7629773,3
17348,BURGLARY OF RESIDENCE         ,Burglary,3001 CASTRO ST 78702,30.2617131,-97.7062647,2
17349,AUTO THEFT                    ,Auto Theft,3819 PRESIDENTIAL BLVD 78719,30.2048491,-97.6655275,3
17350,BURGLARY OF VEHICLE           ,Theft,4509 E ST ELMO RD 78744,30.2051583,-97.7380631,3
17351,BURGLARY NON RESIDENCE        ,Burglary,7320 E BEN WHITE BLVD EB 78744,30.218137,-97.6953644,2
17352,AUTO THEFT                    ,Auto Theft,7707 S IH 35 SVRD NB 78744,30.1794506,-97.7747186,3
17353,AUTO THEFT                    ,Auto Theft,10701 S IH 35 SVRD NB 78747,30.1445707,-97.7902505,3
17354,THEFT                         ,Theft,2901 S CAPITAL OF TEXAS HWY NB 78746,30.2573391,-97.8071883,1
17355,THEFT                         ,Theft,6TH ST AND RED RIVER ,30.266475,-97.7371869,1
17356,AUTO THEFT                    ,Auto Theft,6924 AUCKLAND DR 78749,30.2109788,-97.8901679,3
17357,AUTO THEFT                    ,Auto Theft,4812 N IH 35 SB 78751,30.3070763,-97.7127759,3
17358,AUTO THEFT                    ,Auto Theft,1009 W 26TH ST 78705,30.290653,-97.748227,3
17359,THEFT BY SHOPLIFTING          ,Theft,10710 RESEARCH BLVD SVRD SB 78759,30.398597,-97.747409,1
17360,AGG SEXUAL ASSAULT CHILD/OBJEC,Rape,,37.2256055,-95.7162018,6
17361,AGG ROBBERY/DEADLY WEAPON     ,Robbery,6300 EL MIRANDO ST 78741,30.2403753,-97.6935564,5
17362,BURGLARY OF RESIDENCE         ,Burglary,9009 SANGER DR 78748,30.1823342,-97.820203,2
17363,BURG NON RESIDENCE SHEDS      ,Burglary,5 YUCCA DR 78744,30.2191423,-97.6864483,2
17364,THEFT                         ,Theft,2901 KUHLMAN AVE 78702,30.2666342,-97.7101671,1
17365,AGG ASLT ENHANC STRANGL/SUFFOC,Agg Assault,2006 SANDBERG DR 78752,30.3272111,-97.6806921,4
17366,THEFT BY SHOPLIFTING          ,Theft,1030 NORWOOD PARK BLVD 78753,30.3393609,-97.6908244,1
17367,BURGLARY OF RESIDENCE         ,Burglary,11441 N IH 35 SVRD NB 78753,30.378099,-97.672426,2
17368,THEFT FROM PERSON             ,Theft,500 E 7TH ST 78701,30.2678638,-97.7375115,1
17369,THEFT FROM PERSON             ,Theft,7950 BURNET RD 78757,30.3580906,-97.7309131,1
17370,BURGLARY NON RESIDENCE        ,Burglary,1100 S IH 35 NB 78704,30.2471448,-97.7360475,2
17371,AUTO THEFT                    ,Auto Theft,1009 W 26TH ST 78705,30.290653,-97.748227,3
17372,AGG ASSAULT                   ,Agg Assault,1139 MANSELL AVE 78721,30.275885,-97.6861621,4
17373,THEFT BY SHOPLIFTING          ,Theft,12900 N IH 35 SVRD SB 78753,30.4134351,-97.6763078,1
17374,THEFT                         ,Theft,2301 DURWOOD ST 78704,30.2421102,-97.7567986,1
17375,BURGLARY OF RESIDENCE         ,Burglary,3200 S 1ST ST 78704,30.2337441,-97.7671287,2
17376,AGG ROBBERY/DEADLY WEAPON     ,Robbery,1016 E ANDERSON LN SVRD WB 78753,30.3371277,-97.6942883,5
17377,AGG ASSAULT                   ,Agg Assault,7111 CRYSTALBROOK DR 78724,30.3086012,-97.6521619,4
17378,AGG ASSAULT                   ,Agg Assault,1600 GROVE BLVD 78741,30.2298483,-97.7069467,4
17379,AGG ROBBERY/DEADLY WEAPON     ,Robbery,11915 STONEHOLLOW DR 78758,30.4005124,-97.7069825,5
17380,BURGLARY OF RESIDENCE         ,Burglary,4600 NUCKOLS CROSSING RD 78744,30.1998019,-97.7349272,2
17381,BURGLARY OF COIN-OP MACHINE   ,Theft,8221 N IH 35 SVRD NB 78753,30.34454,-97.695882,1
17382,BURGLARY OF RESIDENCE         ,Burglary,8507 FURNESS DR 78753,30.3453413,-97.6867981,2
17383,BURGLARY OF VEHICLE           ,Theft,11004 HELMS DEEP DR 78754,30.345935,-97.615193,3
17384,THEFT FROM AUTO               ,Theft,7619 N IH 35 SVRD NB 78752,30.3369319,-97.6996422,1
17385,THEFT OF AUTO PARTS           ,Theft,13401 METRIC BLVD 78727,30.4229095,-97.6794455,1
17386,BURGLARY OF VEHICLE           ,Theft,1301 W 9TH ST 78703,30.2756923,-97.757436,3
17387,BURGLARY OF VEHICLE           ,Theft,3415 CLARKSBURG DR 78745,30.2070688,-97.833672,3
17388,BURGLARY OF VEHICLE           ,Theft,6904 CELTIC CT 78754,30.3491034,-97.6117615,3
17389,BURGLARY OF VEHICLE           ,Theft,4509 E ST ELMO RD 78744,30.2051583,-97.7380631,3
17390,THEFT                         ,Theft,507 W 7TH ST 78701,30.2703294,-97.7478771,1
17391,BURGLARY OF VEHICLE           ,Theft,13105 LISMORE LN 78660,30.3888286,-97.6176276,3
17392,THEFT OF BICYCLE              ,Theft,9323 MANCHACA RD 78748,30.1788196,-97.8201458,1
17393,THEFT OF AUTO PARTS           ,Theft,1230 E 38TH HALF ST 78722,30.2942296,-97.7169728,1
17394,THEFT                         ,Theft,3900 N CAPITAL OF TEXAS HWY NB 78746,30.3382264,-97.80714,1
17395,THEFT                         ,Theft,911 BATTLE BEND BLVD 78745,30.2029243,-97.763699,1
17396,BURGLARY OF VEHICLE           ,Theft,4204 SPEEDWAY 78751,30.3058185,-97.7306585,3
17397,THEFT OF LICENSE PLATE        ,Theft,1010 W 10TH ST 78703,30.275529,-97.752853,1
17398,THEFT                         ,Theft,3816 S LAMAR BLVD NB 78704,30.2399123,-97.7909992,1
17399,THEFT                         ,Theft,1201 W 38TH ST 78705,30.305555,-97.74532,1
17400,THEFT                         ,Theft,110 THE CIRCLE 78704,30.2500873,-97.748397,1
17401,THEFT BY SHOPLIFTING          ,Theft,10710 RESEARCH BLVD SVRD SB 78759,30.398597,-97.747409,1
17402,BURGLARY OF VEHICLE           ,Theft,11201 HILL STABLE CT 78652,30.1432511,-97.8074586,3
17403,THEFT BY SHOPLIFTING          ,Theft,1434 W WELLS BRANCH PKWY 78660,30.4419874,-97.6638825,1
17404,THEFT BY SHOPLIFTING          ,Theft,7112 ED BLUESTEIN BLVD SVRD SB 78723,30.3133105,-97.6642215,1
17405,THEFT BY SHOPLIFTING          ,Theft,1000 E 41ST ST 78751,30.2998354,-97.7199409,1
17406,THEFT                         ,Theft,1304 W KOENIG LN 78757,30.3308938,-97.7308286,1
17407,THEFT                         ,Theft,4404 E OLTORF ST 78741,30.2271913,-97.7261839,1
17408,THEFT                         ,Theft,700 MIDDLE LN 78753,30.3573496,-97.6896393,1
17409,BURGLARY OF VEHICLE           ,Theft,2600 ESPERANZA XING 78758,30.3959743,-97.7172726,3
17410,THEFT                         ,Theft,2301 E ST ELMO RD 78744,30.2022197,-97.7460839,1
17411,THEFT                         ,Theft,1115 BASTROP HWY SVRD 78742,30.2281484,-97.6809316,1
17412,THEFT                         ,Theft,13517 HENNEMAN DR 78660,30.3941963,-97.6206408,1
17413,BURGLARY OF VEHICLE           ,Theft,2502 LEON ST 78705,30.289858,-97.7495217,3
17414,BURGLARY OF VEHICLE           ,Theft,7305 ELM FOREST RD 78745,30.1940825,-97.7997705,3
17415,THEFT FROM AUTO               ,Theft,7305 ELM FOREST RD 78745,30.1940825,-97.7997705,1
17416,BURGLARY OF VEHICLE           ,Theft,2822 RIO GRANDE ST 78705,30.2950295,-97.7442378,3
17417,THEFT                         ,Theft,1150 AIRPORT BLVD 78702,30.2737335,-97.6983756,1
17418,THEFT                         ,Theft,6307 CAMERON RD 78723,30.32021,-97.695375,1
17419,THEFT                         ,Theft,2025 GUADALUPE ST 78705,30.2833824,-97.7413818,1
17420,THEFT                         ,Theft,10107 RESEARCH BLVD SVRD NB 78759,30.3927847,-97.7439653,1
17421,THEFT                         ,Theft,6408 FAIR VALLEY TRL 78749,30.2267771,-97.8473668,1
17422,THEFT OF BICYCLE              ,Theft,12370 ALAMEDA TRACE CIR 78727,30.4342319,-97.7458796,1
17423,THEFT OF BICYCLE              ,Theft,13625 LYNDHURST ST 78717,30.4809075,-97.788499,1
17424,THEFT                         ,Theft,6751 PONCHA PASS 78749,30.2259786,-97.8776236,1
17425,THEFT                         ,Theft,3917 YARBOROUGH AVE 78744,30.1963114,-97.6954069,1
17426,BURGLARY OF VEHICLE           ,Theft,4505 ELANA CT 78741,30.2225607,-97.7282823,3
17427,THEFT                         ,Theft,3600 PRESIDENTIAL BLVD 78719,30.2038838,-97.666436,1
17428,THEFT                         ,Theft,1204 1/2 W 39TH HALF ST 78756,30.3081866,-97.7436012,1
17429,THEFT                         ,Theft,3409 ESPERANZA XING 78758,30.4010841,-97.7274672,1
17430,THEFT OF BICYCLE              ,Theft,1007 S CONGRESS AVE 78704,30.253956,-97.7477392,1
17431,BURGLARY NON RESIDENCE        ,Burglary,1923 E 7TH ST 78702,30.2618966,-97.721006,2
17432,BURGLARY NON RESIDENCE        ,Burglary,1923 E 7TH ST 78702,30.2618966,-97.721006,2
17433,THEFT FROM PERSON             ,Theft,700 TRINITY ST 78701,30.2682767,-97.7389498,1
17434,AGG ASSAULT                   ,Agg Assault,3501 BLOCK S IH 35 SVRD NB 78741,30.2229756,-97.7470619,4
17435,AGG RAPE                      ,Rape,,37.2256055,-95.7162018,6
17436,ROBBERY BY ASSAULT            ,Robbery,1200 GROVE BLVD 78741,30.2356416,-97.7051778,5
17437,SEXUAL ASSAULT W/ OBJECT      ,Rape,,37.2256055,-95.7162018,6
17438,BURGLARY OF VEHICLE           ,Theft,707 BEDFORD ST 78702,30.2699234,-97.7064344,3
17439,AUTO THEFT                    ,Auto Theft,8600 N FM 620 RD 78726,30.4264177,-97.8472051,3
17440,BURGLARY OF RESIDENCE         ,Burglary,1100 S LAMAR BLVD 78704,30.2558811,-97.7628877,2
17441,BURGLARY NON RESIDENCE        ,Burglary,13776 N US 183 HWY SVRD SB 78750,30.4618152,-97.7955874,2
17442,RAPE                          ,Rape,,37.2256055,-95.7162018,6
17443,AUTO THEFT                    ,Auto Theft,2712 KINGSLAND WAY 78725,30.2610465,-97.670347,3
17444,BURGLARY OF RESIDENCE         ,Burglary,1100 S LAMAR BLVD 78704,30.2558811,-97.7628877,2
